enterscene_,sceneinfo,appuin,appuinname,uv
1027,本地搜索,3508009075,英语翻译查词,24
1089,会话下拉,3508011964,小视频神器,24
1089,会话下拉,3508070429,太平洋汽车网+,24
1007,单聊,3508085951,力为跑步,24
1089,会话下拉,3508098076,万年历经典版,24
1008,群聊,3508149236,靓家居装修,24
1023,安卓桌面,3508634803,小猿口算检查,24
1058,公众号文章,3508846027,有吉命理大师,24
1089,会话下拉,3508883630,习音堂,24
ALL,NULL,3800020094,点点租丨写字楼出租办公室租赁,24
1001,列表,3801010809,koolearn小教室,24
1038,其他小程序返回,3810023124,戏曲苑,24
1027,本地搜索,3811010391,广东省教育考试院,24
1006,垂搜,3829002390,贝壳租房,24
1035,公众号自定义菜单,3830011637,家的要素+,24
ALL,NULL,3832007282,电子请柬邀请函制作,24
ALL,NULL,3841020833,东西课堂,24
1043,公众号模板消息,3843008221,节日祝福贺卡,24
1024,小程序profile,3845012225,有票儿出行服务,24
1027,本地搜索,3848016283,ClubMed地中海俱乐部,24
1048,长按小程序码,3849022532,领取音乐相册,24
1027,本地搜索,3208520159,信用卡还款+,23
1036,App分享消息,3505000848,车来了精准实时公交,23
ALL,NULL,3505074901,企业查询宝,23
1007,单聊,3505251147,一起秀微请柬结婚喜贴请帖邀请函,23
1027,本地搜索,3505480474,快相册,23
1037,其他小程序,3505597289,ETC助手,23
1011,扫描二维码,3506008433,票牛演出丨演唱会球赛话剧展览,23
1023,安卓桌面,3506015277,花帮主识花,23
1007,单聊,3506027688,宝宝儿歌,23
1089,会话下拉,3506073126,名片盒,23
1049,相册选取小程序码,3506181470,秀表单,23
ALL,NULL,3506534347,黄历万年历天气,23
ALL,NULL,3506710180,去理发,23
1023,安卓桌面,3507009314,忆年共享相册,23
1001,列表,3507015230,云喇叭,23
1089,会话下拉,3507018666,古筝课,23
1007,单聊,3507021762,烘焙帮Plus,23
1058,公众号文章,3507039171,壁纸精选,23
1058,公众号文章,3507341609,农村别墅图纸库,23
1005,全搜,3507849168,搞笑视频聚集,23
1000,NULL,3508000880,快递100小助手,23
1027,本地搜索,3508009333,无忧查违章,23
1006,垂搜,3508032555,驾考宝典丨学车找驾校,23
1001,列表,3508085951,力为跑步,23
1048,长按小程序码,3508127507,名片全能王+,23
1001,列表,3508149236,靓家居装修,23
ALL,NULL,3508173586,美甲喵+,23
1027,本地搜索,3508361859,闪回收手机回收,23
1008,群聊,3508520183,斗米找工作,23
1001,列表,3508549531,息牛停车,23
1089,会话下拉,3508801088,大家车问问大咖,23
ALL,NULL,3808012459,集卡有礼,23
1007,单聊,3808012789,合租找室友,23
ALL,NULL,3810012089,看风水师,23
1058,公众号文章,3829006039,微祝福+,23
1047,扫描小程序码,3830001806,巴乐兔租房平台,23
1001,列表,3831016632,帮推名片,23
ALL,NULL,3832013328,星座VIP,23
1001,列表,3846017322,蛋壳公寓,23
ALL,NULL,3852012616,贵阳微帮平台,23
1037,其他小程序,3852016011,附近美容美发商家,23
1089,会话下拉,3854000743,群发祝福,23
1058,公众号文章,3505000820,春秋航空特价机票,22
1080,客服消息菜单,3505000848,车来了精准实时公交,22
1037,其他小程序,3505000855,华住会酒店预订汉庭全季桔子,22
1005,全搜,3505002249,30天天气预报,22
1037,其他小程序,3505031327,移车易,22
ALL,NULL,3505090725,有伴英语,22
1023,安卓桌面,3505414859,图片文字识别,22
1037,其他小程序,3505414859,图片文字识别,22
1024,小程序profile,3505442649,书链,22
1001,列表,3505458169,水滴筹公益,22
1006,垂搜,3505597506,快递助手云打印,22
1024,小程序profile,3505607626,流量不限量助手,22
ALL,NULL,3505657046,新泰微生活,22
1089,会话下拉,3505757770,天涯户外运动俱乐部,22
1089,会话下拉,3505823438,城宿CityHome,22
1001,列表,3506000679,永乐票务+,22
1027,本地搜索,3506000679,永乐票务+,22
ALL,NULL,3506014565,帮啦跑腿+,22
1007,单聊,3506035114,兼职猫一兼职实习求职找工作平台,22
1090,小程序右上菜单,3506044594,中国移动10086+,22
1049,相册选取小程序码,3506066281,小立报名,22
1020,公众号profile,3506080265,闪萌表情,22
1024,小程序profile,3506154242,音乐站,22
1007,单聊,3506181470,秀表单,22
1035,公众号自定义菜单,3506236134,要出发周边游酒店门票,22
1089,会话下拉,3506236134,要出发周边游酒店门票,22
1048,长按小程序码,3506277559,检查作业,22
ALL,NULL,3506339230,恋爱迹,22
1001,列表,3506341417,野鹅国际机票,22
1014,模版消息,3506454292,安易递快递,22
1007,单聊,3506677093,邮证查违章,22
1038,其他小程序返回,3506721989,我的艺术签名,22
1058,公众号文章,3506768714,货代经理人,22
ALL,NULL,3506914435,纸塘日记,22
1024,小程序profile,3506963826,每日学英语,22
1001,列表,3507003831,录音,22
1036,App分享消息,3507183804,汽车大全Pro,22
1005,全搜,3507422460,村长讲故事,22
ALL,NULL,3507516443,扬帆网,22
1089,会话下拉,3507584499,ocr文字识别助手,22
1027,本地搜索,3507598001,微乘车码,22
1054,搜索历史,3508000880,快递100小助手,22
1020,公众号profile,3508012745,充值特惠,22
1024,小程序profile,3508021752,豆果美食+,22
1027,本地搜索,3508021752,豆果美食+,22
1036,App分享消息,3508043624,有车以后,22
ALL,NULL,3508078718,1小时手机维修连锁,22
1027,本地搜索,3508085951,力为跑步,22
1027,本地搜索,3508145002,玩车教授,22
1001,列表,3508161576,电子请柬贺卡,22
1037,其他小程序,3508801088,大家车问问大咖,22
1035,公众号自定义菜单,3508846027,有吉命理大师,22
1024,小程序profile,3508905443,做个头像,22
1001,列表,3508995431,一键找WiFi,22
1038,其他小程序返回,3825013392,途牛旅游跟团自助机票酒店火车票,22
1001,列表,3829022397,违章查询小帮手,22
1089,会话下拉,3834032394,彩票双色球,22
1035,公众号自定义菜单,3846017322,蛋壳公寓,22
1037,其他小程序,3854013946,头像达人,22
1027,本地搜索,3505000837,e代驾Lite,21
1024,小程序profile,3505000852,智联招聘丨白领招聘求职找工作,21
1089,会话下拉,3505004986,德州扑克计算器,21
1089,会话下拉,3505026643,扇贝小字典,21
1089,会话下拉,3505033978,值班日历,21
1024,小程序profile,3505147390,查视力,21
1037,其他小程序,3505197487,群里有事,21
ALL,NULL,3505276863,记录体重,21
ALL,NULL,3505291239,海投网一宣讲会校招网申,21
1053,搜一搜,3505361646,周公解梦大全查询,21
1089,会话下拉,3505750649,乐车邦养车洗车加油,21
ALL,NULL,3505912677,郑州拼车顺风车,21
1005,全搜,3506013667,运动步数排行,21
1024,小程序profile,3506020829,途家公寓民宿,21
1089,会话下拉,3506026328,小病自助,21
1006,垂搜,3506027688,宝宝儿歌,21
1042,好友搜索,3506035114,兼职猫一兼职实习求职找工作平台,21
1024,小程序profile,3506059055,WIFI共享大师,21
1027,本地搜索,3506154242,音乐站,21
ALL,NULL,3506257438,高考志愿助手,21
1089,会话下拉,3506304398,KK点歌,21
1022,会话置部,3506543534,节日酷炫祝福,21
1001,列表,3506731761,团子汽车票,21
1044,群API,3506963826,每日学英语,21
1008,群聊,3506967612,丁香人才丨招聘求职找工作,21
1027,本地搜索,3507011535,宝宝起名八字取名,21
1089,会话下拉,3507014425,吉他课,21
1089,会话下拉,3507023763,101贝考精选题库,21
1053,搜一搜,3507027828,草料二维码,21
1012,长按二维码,3507036389,爱回收手机回收,21
1042,好友搜索,3507039171,壁纸精选,21
1037,其他小程序,3507041826,去哪儿机票火车票酒店,21
1058,公众号文章,3507041826,去哪儿机票火车票酒店,21
1007,单聊,3507201725,生日管家,21
1089,会话下拉,3507520417,旧衣服回收捐赠,21
1024,小程序profile,3507668586,儿歌多多,21
1038,其他小程序返回,3507831512,轻题库,21
1102,NULL,3508000873,携程订酒店机票火车票汽车票门票,21
1022,会话置部,3508000875,小年糕+,21
1060,微信支付完成页,3508000880,快递100小助手,21
ALL,NULL,3508021798,不土不木规范,21
ALL,NULL,3508025492,北京租房107间,21
1089,会话下拉,3508167529,练琴日记,21
1035,公众号自定义菜单,3508231627,风火递,21
1089,会话下拉,3508366900,吉他自学课堂,21
1035,公众号自定义菜单,3508860022,PP停车,21
1023,安卓桌面,3800021419,制作音乐相册,21
1007,单聊,3811010391,广东省教育考试院,21
1007,单聊,3830001806,巴乐兔租房平台,21
1089,会话下拉,3842013839,满月酒百日宴周岁贺寿邀请函,21
1089,会话下拉,3843000541,新三水房产,21
1037,其他小程序,3843008221,节日祝福贺卡,21
1014,模版消息,3849022532,领取音乐相册,21
ALL,NULL,3850018107,12星座生肖运势,21
1011,扫描二维码,3505000848,车来了精准实时公交,20
1028,卡包,3505000848,车来了精准实时公交,20
1090,小程序右上菜单,3505000848,车来了精准实时公交,20
1024,小程序profile,3505001949,天天练口语一英语日语韩语,20
1035,公众号自定义菜单,3505001949,天天练口语一英语日语韩语,20
1001,列表,3505007084,兼职乐,20
1023,安卓桌面,3505007606,如约出行,20
1089,会话下拉,3505008467,房车大全,20
1089,会话下拉,3505031390,年检易,20
1007,单聊,3505058977,中国电信营业厅,20
1012,长按二维码,3505096311,悟空找房+,20
1012,长按二维码,3505247596,怪兽充电EnergyMonster,20
1001,列表,3505317814,微秀音乐贺卡,20
1014,模版消息,3505458169,水滴筹公益,20
1089,会话下拉,3505999912,家有律师,20
1027,本地搜索,3506027688,宝宝儿歌,20
1005,全搜,3506035114,兼职猫一兼职实习求职找工作平台,20
1089,会话下拉,3506211711,大师讲解,20
1089,会话下拉,3506278855,下一个假期,20
1089,会话下拉,3506607942,日记薄,20
1001,列表,3506636036,学习云资料,20
1024,小程序profile,3506967612,丁香人才丨招聘求职找工作,20
1037,其他小程序,3506996270,手机弹幕,20
1037,其他小程序,3507000621,铂涛旅行酒店预订,20
1096,聊天记录,3507000634,美团外卖,20
1008,群聊,3507002676,wifi密码查看器官方版,20
1001,列表,3507007318,青团社兼职实习,20
1048,长按小程序码,3507027828,草料二维码,20
1038,其他小程序返回,3507068324,乐乐作文,20
1020,公众号profile,3507077569,手机话费流量充值,20
1048,长按小程序码,3507201725,生日管家,20
ALL,NULL,3507309109,销总管进销存系统,20
ALL,NULL,3507347579,AA车盟,20
1020,公众号profile,3507422460,村长讲故事,20
1006,垂搜,3507849168,搞笑视频聚集,20
1090,小程序右上菜单,3508000873,携程订酒店机票火车票汽车票门票,20
1006,垂搜,3508009075,英语翻译查词,20
1023,安卓桌面,3508032555,驾考宝典丨学车找驾校,20
1008,群聊,3508038112,觅己证件照,20
1024,小程序profile,3508087787,途虎养车Tuhu,20
1089,会话下拉,3508136171,名餐名厨招聘,20
1001,列表,3508170366,星座测算大全,20
1001,列表,3508292167,世界杯足球2018,20
1027,本地搜索,3508628779,芒果在线+,20
1008,群聊,3508883630,习音堂,20
1027,本地搜索,3508905443,做个头像,20
1089,会话下拉,3508913061,苗木助手,20
ALL,NULL,3508929253,便签条,20
1089,会话下拉,3508931247,小应扫描,20
1096,聊天记录,3800021419,制作音乐相册,20
1008,群聊,3803013832,邀请函制作邀请函模板设计,20
1008,群聊,3812027031,婚礼邀请函电子请帖结婚请柬,20
1089,会话下拉,3828016447,昆明租房房星网,20
ALL,NULL,3834024795,山东高速出行信息,20
ALL,NULL,3838003182,天天周末,20
1024,小程序profile,3858005060,58二手车精选,20
ALL,NULL,3505023440,水滴的字典,19
1044,群API,3505058977,中国电信营业厅,19
1010,收藏,3505078432,黑咔相机,19
1090,小程序右上菜单,3505089957,小小贺卡,19
ALL,NULL,3505219839,瓮安同城商圈,19
1001,列表,3505237697,玩转全球免税,19
1024,小程序profile,3505240016,跟着拾爸做辅食,19
1038,其他小程序返回,3505279735,你萌好魔法拼豆,19
ALL,NULL,3505397985,海南分界洲岛旅游区,19
1007,单聊,3505607626,流量不限量助手,19
1007,单聊,3505662250,云南求职圈一找工作人才招聘网,19
1008,群聊,3505973651,日常祝福语贺卡,19
1047,扫描小程序码,3506020669,智行火车票,19
1020,公众号profile,3506027688,宝宝儿歌,19
1007,单聊,3506059055,WIFI共享大师,19
1027,本地搜索,3506291673,大乐透彩票,19
1035,公众号自定义菜单,3506436099,好色派沙拉+,19
1001,列表,3506471706,巴巴快巴汽车票,19
1008,群聊,3506721989,我的艺术签名,19
1023,安卓桌面,3506983561,照片相册制作神器,19
1080,客服消息菜单,3507000634,美团外卖,19
ALL,NULL,3507008199,酒店哥哥,19
1023,安卓桌面,3507014395,声乐课,19
1006,垂搜,3507036389,爱回收手机回收,19
ALL,NULL,3507043284,掌尚微旅行,19
1054,搜索历史,3507063404,小电充电,19
1038,其他小程序返回,3507172682,顺风车拼车帮,19
1043,公众号模板消息,3507226589,腾讯小经费,19
1044,群API,3507422460,村长讲故事,19
1082,公众号文字链,3507422460,村长讲故事,19
1024,小程序profile,3507598001,微乘车码,19
1006,垂搜,3507615544,附近wifi一键连接,19
1089,会话下拉,3507832849,水滴健康保障,19
1089,会话下拉,3507915350,法豆在线法律咨询,19
1027,本地搜索,3507992479,计划控,19
1049,相册选取小程序码,3508000873,携程订酒店机票火车票汽车票门票,19
1102,NULL,3508000880,快递100小助手,19
1001,列表,3508001201,结婚啦微请柬电子请帖,19
ALL,NULL,3508005484,日照小助手,19
1024,小程序profile,3508009561,圈子记账,19
1089,会话下拉,3508016303,景点小故事+,19
1023,安卓桌面,3508127507,名片全能王+,19
1008,群聊,3508434013,腾讯手机充值,19
ALL,NULL,3508525963,一厘米旅游,19
1001,列表,3508878907,薄荷健康学院,19
1001,列表,3508974817,照片相册集,19
1024,小程序profile,3508996034,照片制作器,19
ALL,NULL,3800023761,肇庆实时公交查询,19
ALL,NULL,3802020731,微知天气预报,19
ALL,NULL,3804025733,广东话费特惠,19
ALL,NULL,3809015287,芜湖精选,19
ALL,NULL,3810000764,宝贝睡觉,19
1044,群API,3829002390,贝壳租房,19
1007,单聊,3831016632,帮推名片,19
1024,小程序profile,3835014392,黑卡相机,19
1058,公众号文章,3843000541,新三水房产,19
1014,模版消息,3846032181,粤省事,19
1001,列表,3852027183,拍照识别大全,19
1089,会话下拉,3855018853,交通违章扣分罚款查询,19
1037,其他小程序,3859008115,美好音乐相册制作,19
1024,小程序profile,3859010399,真心感恩祝福,19
1020,公众号profile,3505000852,智联招聘丨白领招聘求职找工作,18
1006,垂搜,3505000902,汽车报价大全,18
1023,安卓桌面,3505006473,超能名片,18
1024,小程序profile,3505026551,小考勤,18
1006,垂搜,3505032111,壁纸生成器,18
1102,NULL,3505037445,WiFi一键连,18
1048,长按小程序码,3505078432,黑咔相机,18
1089,会话下拉,3505112155,爱空间标准化家装装修,18
1001,列表,3505154585,钓鱼人手册,18
1027,本地搜索,3505178655,58同城生活助手,18
1035,公众号自定义菜单,3505237697,玩转全球免税,18
1035,公众号自定义菜单,3505246641,卡车之家报价大全,18
1026,附近的小程序,3505607626,流量不限量助手,18
ALL,NULL,3505621755,周公解梦线上查询,18
1089,会话下拉,3506009931,挖财记账,18
1023,安卓桌面,3506049392,递名片,18
1023,安卓桌面,3506057439,香哈菜谱+,18
1023,安卓桌面,3506059055,WIFI共享大师,18
1007,单聊,3506066650,车价天天报,18
1001,列表,3506097756,易查单,18
1001,列表,3506278855,下一个假期,18
ALL,NULL,3506724064,池州人房产,18
1038,其他小程序返回,3506901394,邮证快递,18
1074,公众号会话卡片,3506967612,丁香人才丨招聘求职找工作,18
1012,长按二维码,3507000634,美团外卖,18
1027,本地搜索,3507007318,青团社兼职实习,18
1089,会话下拉,3507014081,公务员朝夕刷题,18
1049,相册选取小程序码,3507041826,去哪儿机票火车票酒店,18
1037,其他小程序,3507113637,格林豪泰连锁酒店预订青皮树贝壳,18
1035,公众号自定义菜单,3507126906,七弦古琴网,18
ALL,NULL,3507249289,在线公交,18
1019,钱包,3507278892,邮证港澳台签注,18
1056,音乐播放器菜单,3507422460,村长讲故事,18
1058,公众号文章,3507538783,永乐讲线代,18
